user_id,visit_date,source_channel,device,gender,age_group,test_group,step,course_category,conversion
9,2025-07-14,Email,Mobile,Male,25-34,A,course_detail,Data Science,0
10,2025-07-05,Google,Tablet,Male,18-24,B,landing,Data Science,0
11,2025-07-06,Social Media,Tablet,Female,35-44,A,landing,Design,0
11,2025-07-06,Social Media,Tablet,Female,35-44,A,course_detail,Design,0
11,2025-07-06,Social Media,Tablet,Female,35-44,A,add_to_cart,Design,0
12,2025-07-08,Referral,Desktop,Male,18-24,A,landing,Data Science,0
12,2025-07-08,Referral,Desktop,Male,18-24,A,course_detail,Data Science,0
12,2025-07-08,Referral,Desktop,Male,18-24,A,add_to_cart,Data Science,0
12,2025-07-08,Referral,Desktop,Male,18-24,A,checkout,Data Science,0
13,2025-07-19,Referral,Mobile,Male,35-44,B,landing,Design,0
13,2025-07-19,Referral,Mobile,Male,35-44,B,course_detail,Design,0
13,2025-07-19,Referral,Mobile,Male,35-44,B,add_to_cart,Design,0
14,2025-07-05,Google,Tablet,Female,45+,B,landing,Design,0
14,2025-07-05,Google,Tablet,Female,45+,B,course_detail,Design,0
14,2025-07-05,Google,Tablet,Female,45+,B,add_to_cart,Design,0
15,2025-07-20,Social Media,Desktop,Male,35-44,A,landing,Data Science,0
15,2025-07-20,Social Media,Desktop,Male,35-44,A,course_detail,Data Science,0
15,2025-07-20,Social Media,Desktop,Male,35-44,A,add_to_cart,Data Science,0
15,2025-07-20,Social Media,Desktop,Male,35-44,A,checkout,Data Science,0
15,2025-07-20,Social Media,Desktop,Male,35-44,A,enrolled,Data Science,0
16,2025-07-20,Email,Mobile,Male,35-44,B,landing,Data Science,0
16,2025-07-20,Email,Mobile,Male,35-44,B,course_detail,Data Science,0
16,2025-07-20,Email,Mobile,Male,35-44,B,add_to_cart,Data Science,0
16,2025-07-20,Email,Mobile,Male,35-44,B,checkout,Data Science,0
16,2025-07-20,Email,Mobile,Male,35-44,B,enrolled,Data Science,0
17,2025-07-10,Referral,Desktop,Female,25-34,B,landing,Marketing,0
17,2025-07-10,Referral,Desktop,Female,25-34,B,course_detail,Marketing,0
17,2025-07-10,Referral,Desktop,Female,25-34,B,add_to_cart,Marketing,0
17,2025-07-10,Referral,Desktop,Female,25-34,B,checkout,Marketing,0
17,2025-07-10,Referral,Desktop,Female,25-34,B,enrolled,Marketing,0
18,2025-07-19,Direct,Tablet,Male,18-24,B,landing,Marketing,0
19,2025-07-14,Email,Mobile,Female,18-24,A,landing,Development,0
19,2025-07-14,Email,Mobile,Female,18-24,A,course_detail,Development,0
19,2025-07-14,Email,Mobile,Female,18-24,A,add_to_cart,Development,0
20,2025-07-09,Email,Desktop,Female,18-24,A,landing,Development,0
20,2025-07-09,Email,Desktop,Female,18-24,A,course_detail,Development,0
21,2025-07-04,Google,Desktop,Female,18-24,B,landing,Business,0
21,2025-07-04,Google,Desktop,Female,18-24,B,course_detail,Business,0
21,2025-07-04,Google,Desktop,Female,18-24,B,add_to_cart,Business,0
21,2025-07-04,Google,Desktop,Female,18-24,B,checkout,Business,0
21,2025-07-04,Google,Desktop,Female,18-24,B,enrolled,Business,1
22,2025-07-10,Google,Tablet,Female,18-24,A,landing,Design,0
23,2025-07-18,Google,Tablet,Female,25-34,A,landing,Data Science,0
23,2025-07-18,Google,Tablet,Female,25-34,A,course_detail,Data Science,0
23,2025-07-18,Google,Tablet,Female,25-34,A,add_to_cart,Data Science,0
23,2025-07-18,Google,Tablet,Female,25-34,A,checkout,Data Science,0
23,2025-07-18,Google,Tablet,Female,25-34,A,enrolled,Data Science,0
24,2025-07-07,Social Media,Tablet,Male,45+,B,landing,Data Science,0
24,2025-07-07,Social Media,Tablet,Male,45+,B,course_detail,Data Science,0
24,2025-07-07,Social Media,Tablet,Male,45+,B,add_to_cart,Data Science,0
24,2025-07-07,Social Media,Tablet,Male,45+,B,checkout,Data Science,0
24,2025-07-07,Social Media,Tablet,Male,45+,B,enrolled,Data Science,0
25,2025-07-13,Social Media,Mobile,Male,18-24,B,landing,Marketing,0
25,2025-07-13,Social Media,Mobile,Male,18-24,B,course_detail,Marketing,0
25,2025-07-13,Social Media,Mobile,Male,18-24,B,add_to_cart,Marketing,0
26,2025-07-05,Email,Mobile,Female,25-34,B,landing,Design,0
26,2025-07-05,Email,Mobile,Female,25-34,B,course_detail,Design,0
26,2025-07-05,Email,Mobile,Female,25-34,B,add_to_cart,Design,0
26,2025-07-05,Email,Mobile,Female,25-34,B,checkout,Design,0
26,2025-07-05,Email,Mobile,Female,25-34,B,enrolled,Design,0
27,2025-07-07,Social Media,Desktop,Male,18-24,A,landing,Data Science,0
27,2025-07-07,Social Media,Desktop,Male,18-24,A,course_detail,Data Science,0
28,2025-07-05,Email,Mobile,Female,25-34,B,landing,Data Science,0
28,2025-07-05,Email,Mobile,Female,25-34,B,course_detail,Data Science,0
28,2025-07-05,Email,Mobile,Female,25-34,B,add_to_cart,Data Science,0
28,2025-07-05,Email,Mobile,Female,25-34,B,checkout,Data Science,0
28,2025-07-05,Email,Mobile,Female,25-34,B,enrolled,Data Science,0
29,2025-07-08,Google,Tablet,Male,35-44,B,landing,Data Science,0
29,2025-07-08,Google,Tablet,Male,35-44,B,course_detail,Data Science,0
30,2025-07-14,Email,Tablet,Male,25-34,A,landing,Data Science,0
31,2025-07-02,Google,Desktop,Male,25-34,B,landing,Development,0
31,2025-07-02,Google,Desktop,Male,25-34,B,course_detail,Development,0
32,2025-07-04,Direct,Desktop,Female,25-34,A,landing,Design,0
32,2025-07-04,Direct,Desktop,Female,25-34,A,course_detail,Design,0
32,2025-07-04,Direct,Desktop,Female,25-34,A,add_to_cart,Design,0
32,2025-07-04,Direct,Desktop,Female,25-34,A,checkout,Design,0
32,2025-07-04,Direct,Desktop,Female,25-34,A,enrolled,Design,0
33,2025-07-01,Google,Mobile,Female,35-44,B,landing,Data Science,0
34,2025-07-15,Referral,Mobile,Male,18-24,B,landing,Data Science,0
34,2025-07-15,Referral,Mobile,Male,18-24,B,course_detail,Data Science,0
34,2025-07-15,Referral,Mobile,Male,18-24,B,add_to_cart,Data Science,0
35,2025-07-11,Referral,Desktop,Male,18-24,A,landing,Marketing,0
35,2025-07-11,Referral,Desktop,Male,18-24,A,course_detail,Marketing,0
35,2025-07-11,Referral,Desktop,Male,18-24,A,add_to_cart,Marketing,0
35,2025-07-11,Referral,Desktop,Male,18-24,A,checkout,Marketing,0
35,2025-07-11,Referral,Desktop,Male,18-24,A,enrolled,Marketing,0
36,2025-07-04,Social Media,Tablet,Male,35-44,A,landing,Development,0
36,2025-07-04,Social Media,Tablet,Male,35-44,A,course_detail,Development,0
36,2025-07-04,Social Media,Tablet,Male,35-44,A,add_to_cart,Development,0
36,2025-07-04,Social Media,Tablet,Male,35-44,A,checkout,Development,0
36,2025-07-04,Social Media,Tablet,Male,35-44,A,enrolled,Development,0
37,2025-07-06,Social Media,Tablet,Male,45+,A,landing,Data Science,0
37,2025-07-06,Social Media,Tablet,Male,45+,A,course_detail,Data Science,0
37,2025-07-06,Social Media,Tablet,Male,45+,A,add_to_cart,Data Science,0
37,2025-07-06,Social Media,Tablet,Male,45+,A,checkout,Data Science,0
37,2025-07-06,Social Media,Tablet,Male,45+,A,enrolled,Data Science,0
38,2025-07-05,Google,Desktop,Male,35-44,B,landing,Business,0
38,2025-07-05,Google,Desktop,Male,35-44,B,course_detail,Business,0
38,2025-07-05,Google,Desktop,Male,35-44,B,add_to_cart,Business,0
38,2025-07-05,Google,Desktop,Male,35-44,B,checkout,Business,0
38,2025-07-05,Google,Desktop,Male,35-44,B,enrolled,Business,0
39,2025-07-18,Social Media,Mobile,Female,25-34,A,landing,Data Science,0
40,2025-07-02,Google,Desktop,Male,25-34,B,landing,Marketing,0
41,2025-07-02,Google,Mobile,Female,35-44,B,landing,Design,0
41,2025-07-02,Google,Mobile,Female,35-44,B,course_detail,Design,0
41,2025-07-02,Google,Mobile,Female,35-44,B,add_to_cart,Design,0
41,2025-07-02,Google,Mobile,Female,35-44,B,checkout,Design,0
41,2025-07-02,Google,Mobile,Female,35-44,B,enrolled,Design,0
42,2025-07-03,Social Media,Desktop,Female,18-24,B,landing,Marketing,0
42,2025-07-03,Social Media,Desktop,Female,18-24,B,course_detail,Marketing,0
42,2025-07-03,Social Media,Desktop,Female,18-24,B,add_to_cart,Marketing,0
42,2025-07-03,Social Media,Desktop,Female,18-24,B,checkout,Marketing,0
42,2025-07-03,Social Media,Desktop,Female,18-24,B,enrolled,Marketing,0
43,2025-07-01,Referral,Desktop,Male,45+,A,landing,Business,0
43,2025-07-01,Referral,Desktop,Male,45+,A,course_detail,Business,0
43,2025-07-01,Referral,Desktop,Male,45+,A,add_to_cart,Business,0
44,2025-07-13,Direct,Tablet,Female,45+,A,landing,Business,0
44,2025-07-13,Direct,Tablet,Female,45+,A,course_detail,Business,0
44,2025-07-13,Direct,Tablet,Female,45+,A,add_to_cart,Business,0
44,2025-07-13,Direct,Tablet,Female,45+,A,checkout,Business,0
44,2025-07-13,Direct,Tablet,Female,45+,A,enrolled,Business,0
45,2025-07-02,Email,Mobile,Male,35-44,B,landing,Marketing,0
45,2025-07-02,Email,Mobile,Male,35-44,B,course_detail,Marketing,0
45,2025-07-02,Email,Mobile,Male,35-44,B,add_to_cart,Marketing,0
46,2025-07-15,Social Media,Desktop,Male,25-34,B,landing,Design,0
47,2025-07-14,Referral,Desktop,Male,45+,A,landing,Design,0
47,2025-07-14,Referral,Desktop,Male,45+,A,course_detail,Design,0
47,2025-07-14,Referral,Desktop,Male,45+,A,add_to_cart,Design,0
47,2025-07-14,Referral,Desktop,Male,45+,A,checkout,Design,0
47,2025-07-14,Referral,Desktop,Male,45+,A,enrolled,Design,0
48,2025-07-08,Direct,Desktop,Female,25-34,B,landing,Marketing,0
48,2025-07-08,Direct,Desktop,Female,25-34,B,course_detail,Marketing,0
48,2025-07-08,Direct,Desktop,Female,25-34,B,add_to_cart,Marketing,0
48,2025-07-08,Direct,Desktop,Female,25-34,B,checkout,Marketing,0
48,2025-07-08,Direct,Desktop,Female,25-34,B,enrolled,Marketing,1
49,2025-07-06,Referral,Desktop,Female,18-24,A,landing,Business,0
49,2025-07-06,Referral,Desktop,Female,18-24,A,course_detail,Business,0
49,2025-07-06,Referral,Desktop,Female,18-24,A,add_to_cart,Business,0
49,2025-07-06,Referral,Desktop,Female,18-24,A,checkout,Business,0
49,2025-07-06,Referral,Desktop,Female,18-24,A,enrolled,Business,0
50,2025-07-17,Social Media,Tablet,Female,35-44,B,landing,Design,0
50,2025-07-17,Social Media,Tablet,Female,35-44,B,course_detail,Design,0
50,2025-07-17,Social Media,Tablet,Female,35-44,B,add_to_cart,Design,0
50,2025-07-17,Social Media,Tablet,Female,35-44,B,checkout,Design,0
50,2025-07-17,Social Media,Tablet,Female,35-44,B,enrolled,Design,0
51,2025-07-11,Referral,Desktop,Male,45+,A,landing,Marketing,0
51,2025-07-11,Referral,Desktop,Male,45+,A,course_detail,Marketing,0
51,2025-07-11,Referral,Desktop,Male,45+,A,add_to_cart,Marketing,0
51,2025-07-11,Referral,Desktop,Male,45+,A,checkout,Marketing,0
51,2025-07-11,Referral,Desktop,Male,45+,A,enrolled,Marketing,0
52,2025-07-03,Direct,Desktop,Male,25-34,B,landing,Development,0
53,2025-07-08,Direct,Tablet,Male,18-24,A,landing,Development,0
53,2025-07-08,Direct,Tablet,Male,18-24,A,course_detail,Development,0
53,2025-07-08,Direct,Tablet,Male,18-24,A,add_to_cart,Development,0
53,2025-07-08,Direct,Tablet,Male,18-24,A,checkout,Development,0
53,2025-07-08,Direct,Tablet,Male,18-24,A,enrolled,Development,0
54,2025-07-07,Direct,Desktop,Male,45+,A,landing,Business,0
54,2025-07-07,Direct,Desktop,Male,45+,A,course_detail,Business,0
54,2025-07-07,Direct,Desktop,Male,45+,A,add_to_cart,Business,0
54,2025-07-07,Direct,Desktop,Male,45+,A,checkout,Business,0
54,2025-07-07,Direct,Desktop,Male,45+,A,enrolled,Business,0
55,2025-07-01,Social Media,Mobile,Female,18-24,B,landing,Data Science,0
56,2025-07-20,Google,Desktop,Female,35-44,B,landing,Business,0
56,2025-07-20,Google,Desktop,Female,35-44,B,course_detail,Business,0
56,2025-07-20,Google,Desktop,Female,35-44,B,add_to_cart,Business,0
57,2025-07-09,Direct,Mobile,Male,18-24,A,landing,Development,0
57,2025-07-09,Direct,Mobile,Male,18-24,A,course_detail,Development,0
57,2025-07-09,Direct,Mobile,Male,18-24,A,add_to_cart,Development,0
57,2025-07-09,Direct,Mobile,Male,18-24,A,checkout,Development,0
57,2025-07-09,Direct,Mobile,Male,18-24,A,enrolled,Development,0
58,2025-07-18,Direct,Mobile,Female,18-24,B,landing,Development,0
58,2025-07-18,Direct,Mobile,Female,18-24,B,course_detail,Development,0
58,2025-07-18,Direct,Mobile,Female,18-24,B,add_to_cart,Development,0
58,2025-07-18,Direct,Mobile,Female,18-24,B,checkout,Development,0
58,2025-07-18,Direct,Mobile,Female,18-24,B,enrolled,Development,0
59,2025-07-09,Direct,Desktop,Male,25-34,A,landing,Data Science,0
59,2025-07-09,Direct,Desktop,Male,25-34,A,course_detail,Data Science,0
59,2025-07-09,Direct,Desktop,Male,25-34,A,add_to_cart,Data Science,0
60,2025-07-14,Direct,Tablet,Male,18-24,A,landing,Business,0
60,2025-07-14,Direct,Tablet,Male,18-24,A,course_detail,Business,0
60,2025-07-14,Direct,Tablet,Male,18-24,A,add_to_cart,Business,0
60,2025-07-14,Direct,Tablet,Male,18-24,A,checkout,Business,0
60,2025-07-14,Direct,Tablet,Male,18-24,A,enrolled,Business,1
61,2025-07-10,Email,Mobile,Female,18-24,B,landing,Business,0
62,2025-07-03,Referral,Tablet,Male,18-24,A,landing,Marketing,0
62,2025-07-03,Referral,Tablet,Male,18-24,A,course_detail,Marketing,0
62,2025-07-03,Referral,Tablet,Male,18-24,A,add_to_cart,Marketing,0
62,2025-07-03,Referral,Tablet,Male,18-24,A,checkout,Marketing,0
62,2025-07-03,Referral,Tablet,Male,18-24,A,enrolled,Marketing,1
63,2025-07-09,Social Media,Desktop,Male,45+,A,landing,Marketing,0
63,2025-07-09,Social Media,Desktop,Male,45+,A,course_detail,Marketing,0
63,2025-07-09,Social Media,Desktop,Male,45+,A,add_to_cart,Marketing,0
63,2025-07-09,Social Media,Desktop,Male,45+,A,checkout,Marketing,0
63,2025-07-09,Social Media,Desktop,Male,45+,A,enrolled,Marketing,0
64,2025-07-13,Email,Desktop,Male,25-34,A,landing,Development,0
64,2025-07-13,Email,Desktop,Male,25-34,A,course_detail,Development,0
64,2025-07-13,Email,Desktop,Male,25-34,A,add_to_cart,Development,0
64,2025-07-13,Email,Desktop,Male,25-34,A,checkout,Development,0
65,2025-07-18,Google,Tablet,Female,18-24,A,landing,Data Science,0
65,2025-07-18,Google,Tablet,Female,18-24,A,course_detail,Data Science,0
65,2025-07-18,Google,Tablet,Female,18-24,A,add_to_cart,Data Science,0
65,2025-07-18,Google,Tablet,Female,18-24,A,checkout,Data Science,0
65,2025-07-18,Google,Tablet,Female,18-24,A,enrolled,Data Science,0
66,2025-07-06,Direct,Tablet,Female,45+,A,landing,Design,0
67,2025-07-10,Email,Mobile,Male,18-24,A,landing,Development,0
67,2025-07-10,Email,Mobile,Male,18-24,A,course_detail,Development,0
67,2025-07-10,Email,Mobile,Male,18-24,A,add_to_cart,Development,0
67,2025-07-10,Email,Mobile,Male,18-24,A,checkout,Development,0
67,2025-07-10,Email,Mobile,Male,18-24,A,enrolled,Development,0
68,2025-07-05,Direct,Desktop,Male,25-34,B,landing,Design,0
68,2025-07-05,Direct,Desktop,Male,25-34,B,course_detail,Design,0
69,2025-07-06,Email,Mobile,Male,35-44,A,landing,Marketing,0
69,2025-07-06,Email,Mobile,Male,35-44,A,course_detail,Marketing,0
69,2025-07-06,Email,Mobile,Male,35-44,A,add_to_cart,Marketing,0
69,2025-07-06,Email,Mobile,Male,35-44,A,checkout,Marketing,0
69,2025-07-06,Email,Mobile,Male,35-44,A,enrolled,Marketing,0
70,2025-07-02,Social Media,Tablet,Female,18-24,A,landing,Business,0
70,2025-07-02,Social Media,Tablet,Female,18-24,A,course_detail,Business,0
70,2025-07-02,Social Media,Tablet,Female,18-24,A,add_to_cart,Business,0
70,2025-07-02,Social Media,Tablet,Female,18-24,A,checkout,Business,0
71,2025-07-17,Social Media,Tablet,Male,45+,A,landing,Data Science,0
71,2025-07-17,Social Media,Tablet,Male,45+,A,course_detail,Data Science,0
71,2025-07-17,Social Media,Tablet,Male,45+,A,add_to_cart,Data Science,0
71,2025-07-17,Social Media,Tablet,Male,45+,A,checkout,Data Science,0
71,2025-07-17,Social Media,Tablet,Male,45+,A,enrolled,Data Science,0
72,2025-07-07,Email,Desktop,Female,18-24,B,landing,Development,0
72,2025-07-07,Email,Desktop,Female,18-24,B,course_detail,Development,0
72,2025-07-07,Email,Desktop,Female,18-24,B,add_to_cart,Development,0
73,2025-07-20,Google,Mobile,Male,45+,B,landing,Data Science,0
74,2025-07-15,Email,Desktop,Male,45+,A,landing,Design,0
74,2025-07-15,Email,Desktop,Male,45+,A,course_detail,Design,0
74,2025-07-15,Email,Desktop,Male,45+,A,add_to_cart,Design,0
74,2025-07-15,Email,Desktop,Male,45+,A,checkout,Design,0
74,2025-07-15,Email,Desktop,Male,45+,A,enrolled,Design,0
75,2025-07-19,Google,Mobile,Female,18-24,B,landing,Data Science,0
75,2025-07-19,Google,Mobile,Female,18-24,B,course_detail,Data Science,0
75,2025-07-19,Google,Mobile,Female,18-24,B,add_to_cart,Data Science,0
76,2025-07-16,Referral,Desktop,Male,35-44,A,landing,Business,0
76,2025-07-16,Referral,Desktop,Male,35-44,A,course_detail,Business,0
76,2025-07-16,Referral,Desktop,Male,35-44,A,add_to_cart,Business,0
77,2025-07-03,Email,Mobile,Male,35-44,A,landing,Marketing,0
77,2025-07-03,Email,Mobile,Male,35-44,A,course_detail,Marketing,0
77,2025-07-03,Email,Mobile,Male,35-44,A,add_to_cart,Marketing,0
77,2025-07-03,Email,Mobile,Male,35-44,A,checkout,Marketing,0
78,2025-07-07,Google,Tablet,Male,35-44,A,landing,Business,0
78,2025-07-07,Google,Tablet,Male,35-44,A,course_detail,Business,0
78,2025-07-07,Google,Tablet,Male,35-44,A,add_to_cart,Business,0
78,2025-07-07,Google,Tablet,Male,35-44,A,checkout,Business,0
78,2025-07-07,Google,Tablet,Male,35-44,A,enrolled,Business,0
79,2025-07-09,Direct,Tablet,Male,18-24,A,landing,Business,0
79,2025-07-09,Direct,Tablet,Male,18-24,A,course_detail,Business,0
79,2025-07-09,Direct,Tablet,Male,18-24,A,add_to_cart,Business,0
79,2025-07-09,Direct,Tablet,Male,18-24,A,checkout,Business,0
79,2025-07-09,Direct,Tablet,Male,18-24,A,enrolled,Business,0
80,2025-07-17,Google,Desktop,Female,45+,B,landing,Design,0
81,2025-07-19,Google,Tablet,Female,18-24,A,landing,Data Science,0
81,2025-07-19,Google,Tablet,Female,18-24,A,course_detail,Data Science,0
81,2025-07-19,Google,Tablet,Female,18-24,A,add_to_cart,Data Science,0
81,2025-07-19,Google,Tablet,Female,18-24,A,checkout,Data Science,0
81,2025-07-19,Google,Tablet,Female,18-24,A,enrolled,Data Science,0
82,2025-07-03,Email,Mobile,Male,35-44,A,landing,Design,0
82,2025-07-03,Email,Mobile,Male,35-44,A,course_detail,Design,0
82,2025-07-03,Email,Mobile,Male,35-44,A,add_to_cart,Design,0
82,2025-07-03,Email,Mobile,Male,35-44,A,checkout,Design,0
82,2025-07-03,Email,Mobile,Male,35-44,A,enrolled,Design,0
83,2025-07-16,Google,Desktop,Male,18-24,B,landing,Data Science,0
83,2025-07-16,Google,Desktop,Male,18-24,B,course_detail,Data Science,0
83,2025-07-16,Google,Desktop,Male,18-24,B,add_to_cart,Data Science,0
84,2025-07-07,Direct,Tablet,Female,18-24,B,landing,Data Science,0
84,2025-07-07,Direct,Tablet,Female,18-24,B,course_detail,Data Science,0
84,2025-07-07,Direct,Tablet,Female,18-24,B,add_to_cart,Data Science,0
84,2025-07-07,Direct,Tablet,Female,18-24,B,checkout,Data Science,0
84,2025-07-07,Direct,Tablet,Female,18-24,B,enrolled,Data Science,1
85,2025-07-15,Referral,Tablet,Male,25-34,A,landing,Development,0
85,2025-07-15,Referral,Tablet,Male,25-34,A,course_detail,Development,0
86,2025-07-15,Google,Mobile,Male,45+,A,landing,Design,0
86,2025-07-15,Google,Mobile,Male,45+,A,course_detail,Design,0
86,2025-07-15,Google,Mobile,Male,45+,A,add_to_cart,Design,0
86,2025-07-15,Google,Mobile,Male,45+,A,checkout,Design,0
86,2025-07-15,Google,Mobile,Male,45+,A,enrolled,Design,0
87,2025-07-19,Direct,Desktop,Female,25-34,A,landing,Data Science,0
87,2025-07-19,Direct,Desktop,Female,25-34,A,course_detail,Data Science,0
87,2025-07-19,Direct,Desktop,Female,25-34,A,add_to_cart,Data Science,0
87,2025-07-19,Direct,Desktop,Female,25-34,A,checkout,Data Science,0
87,2025-07-19,Direct,Desktop,Female,25-34,A,enrolled,Data Science,0
88,2025-07-01,Referral,Tablet,Female,18-24,A,landing,Design,0
88,2025-07-01,Referral,Tablet,Female,18-24,A,course_detail,Design,0
88,2025-07-01,Referral,Tablet,Female,18-24,A,add_to_cart,Design,0
88,2025-07-01,Referral,Tablet,Female,18-24,A,checkout,Design,0
88,2025-07-01,Referral,Tablet,Female,18-24,A,enrolled,Design,0
89,2025-07-20,Google,Desktop,Female,25-34,B,landing,Development,0
89,2025-07-20,Google,Desktop,Female,25-34,B,course_detail,Development,0
89,2025-07-20,Google,Desktop,Female,25-34,B,add_to_cart,Development,0
89,2025-07-20,Google,Desktop,Female,25-34,B,checkout,Development,0
89,2025-07-20,Google,Desktop,Female,25-34,B,enrolled,Development,0
90,2025-07-02,Google,Mobile,Male,18-24,B,landing,Marketing,0
91,2025-07-15,Google,Mobile,Female,35-44,A,landing,Development,0
92,2025-07-17,Referral,Desktop,Female,18-24,A,landing,Design,0
92,2025-07-17,Referral,Desktop,Female,18-24,A,course_detail,Design,0
92,2025-07-17,Referral,Desktop,Female,18-24,A,add_to_cart,Design,0
92,2025-07-17,Referral,Desktop,Female,18-24,A,checkout,Design,0
92,2025-07-17,Referral,Desktop,Female,18-24,A,enrolled,Design,0
93,2025-07-19,Email,Mobile,Female,35-44,A,landing,Marketing,0
93,2025-07-19,Email,Mobile,Female,35-44,A,course_detail,Marketing,0
93,2025-07-19,Email,Mobile,Female,35-44,A,add_to_cart,Marketing,0
93,2025-07-19,Email,Mobile,Female,35-44,A,checkout,Marketing,0
93,2025-07-19,Email,Mobile,Female,35-44,A,enrolled,Marketing,0
94,2025-07-03,Email,Mobile,Male,18-24,A,landing,Data Science,0
94,2025-07-03,Email,Mobile,Male,18-24,A,course_detail,Data Science,0
94,2025-07-03,Email,Mobile,Male,18-24,A,add_to_cart,Data Science,0
94,2025-07-03,Email,Mobile,Male,18-24,A,checkout,Data Science,0
95,2025-07-11,Direct,Mobile,Female,35-44,B,landing,Business,0
95,2025-07-11,Direct,Mobile,Female,35-44,B,course_detail,Business,0
95,2025-07-11,Direct,Mobile,Female,35-44,B,add_to_cart,Business,0
95,2025-07-11,Direct,Mobile,Female,35-44,B,checkout,Business,0
95,2025-07-11,Direct,Mobile,Female,35-44,B,enrolled,Business,0
96,2025-07-13,Social Media,Desktop,Male,35-44,B,landing,Marketing,0
96,2025-07-13,Social Media,Desktop,Male,35-44,B,course_detail,Marketing,0
96,2025-07-13,Social Media,Desktop,Male,35-44,B,add_to_cart,Marketing,0
96,2025-07-13,Social Media,Desktop,Male,35-44,B,checkout,Marketing,0
96,2025-07-13,Social Media,Desktop,Male,35-44,B,enrolled,Marketing,0
97,2025-07-10,Direct,Mobile,Female,45+,A,landing,Design,0
97,2025-07-10,Direct,Mobile,Female,45+,A,course_detail,Design,0
97,2025-07-10,Direct,Mobile,Female,45+,A,add_to_cart,Design,0
97,2025-07-10,Direct,Mobile,Female,45+,A,checkout,Design,0
98,2025-07-18,Google,Desktop,Male,25-34,B,landing,Business,0
98,2025-07-18,Google,Desktop,Male,25-34,B,course_detail,Business,0
98,2025-07-18,Google,Desktop,Male,25-34,B,add_to_cart,Business,0
98,2025-07-18,Google,Desktop,Male,25-34,B,checkout,Business,0
98,2025-07-18,Google,Desktop,Male,25-34,B,enrolled,Business,0
99,2025-07-05,Email,Desktop,Male,45+,B,landing,Design,0
100,2025-07-14,Google,Tablet,Female,45+,B,landing,Marketing,0
100,2025-07-14,Google,Tablet,Female,45+,B,course_detail,Marketing,0
100,2025-07-14,Google,Tablet,Female,45+,B,add_to_cart,Marketing,0
100,2025-07-14,Google,Tablet,Female,45+,B,checkout,Marketing,0
100,2025-07-14,Google,Tablet,Female,45+,B,enrolled,Marketing,0
101,2025-07-13,Email,Mobile,Male,35-44,B,landing,Marketing,0
101,2025-07-13,Email,Mobile,Male,35-44,B,course_detail,Marketing,0
101,2025-07-13,Email,Mobile,Male,35-44,B,add_to_cart,Marketing,0
101,2025-07-13,Email,Mobile,Male,35-44,B,checkout,Marketing,0
101,2025-07-13,Email,Mobile,Male,35-44,B,enrolled,Marketing,1
102,2025-07-13,Referral,Desktop,Female,35-44,B,landing,Design,0
102,2025-07-13,Referral,Desktop,Female,35-44,B,course_detail,Design,0
102,2025-07-13,Referral,Desktop,Female,35-44,B,add_to_cart,Design,0
102,2025-07-13,Referral,Desktop,Female,35-44,B,checkout,Design,0
